OrderID,Name,City,Category,Product,Quantity,Unit Pice,Discount,Total Sales,Payment Method,Returned,Dates,Day,Month
2,Tanveer Ahmed,Multan,Clothing,Jacket,5,19418,5,92235.5,Card,Yes,2026-02-18,3,2
2,Zain Hashir,Multan,Sports,Wickets,3,45898,0,137694.0,Cash,No,2026-11-29,8,11
2,Zain Hashir,Islamabad,Sports,Tennis Ball,4,44531,5,169217.8,Card,No,2026-09-20,3,9
2,Zain Nasir,Islamabad,Sports,Bat,4,16099,15,54736.6,Card,No,2026-01-23,30,1
2,Ali Shahab,Islamabad,Sports,Wickets,1,17412,15,14800.2,Online,No,2026-02-26,27,2
2,Peter Kamran,Rawalpindi,Furniture,Desk,4,48430,15,164662.0,Cash,Yes,2026-04-13,16,4
2,Zulaiha Moiz,Islamabad,Sports,Basket Ball,2,23588,15,40099.6,Card,Yes,2026-11-19,15,11
2,Taha Ahmed,Karachi,Electronics,Laptop,4,47314,20,151404.8,Cash,No,2026-06-14,20,6
2,Jashaid Nasir,Lahore,Furniture,Desk,2,3352,10,6033.6,Cash,Yes,2026-12-16,21,12
2,Ahmed Kamran,Lahore,Clothing,Shoes,5,17948,10,80766.0,Cash,Yes,2026-02-08,8,2
2,Taha Qasim,Peshawar,Sports,Bat,2,2524,10,4543.2,Cash,No,2026-02-12,23,2
2,Sara Kamran,Karachi,Sports,Basket Ball,4,40831,0,163324.0,Online,Yes,2026-05-18,17,5
2,Zulaiha Moiz,Lahore,Furniture,Sofa,5,29238,5,138880.5,Card,Yes,2026-03-02,22,3
2,Waleed Hashir,Lahore,Sports,Football,5,17157,15,72917.25,Online,No,2026-12-06,30,12
2,Sara Qamar,Karachi,Clothing,T-shirts,1,46049,10,41444.1,Cash,No,2026-12-02,21,12
2,Zainab Qasim,Karachi,Sports,Bat,5,38576,15,163948.0,Card,No,2026-08-07,13,8
2,John Junaid,Faisalabad,Furniture,Table,5,41799,0,208995.0,Online,No,2026-05-12,5,5
2,James Ahmed,Faisalabad,Clothing,Jacket,2,35408,0,70816.0,Cash,Yes,2026-12-12,10,12
2,Eman Malik,Multan,Electronics,Headphones,2,10963,0,21926.0,Cash,No,2026-07-30,20,7
2,Jashaid Kamran,Faisalabad,Clothing,Shoes,5,40169,20,160676.0,Online,Yes,2026-09-13,23,9
2,Taha Khan,Rawalpindi,Clothing,Shoes,4,35762,15,121590.8,Card,No,2026-01-25,9,1
2,Eman Imran,Islamabad,Sports,Gloves,2,9469,5,17991.1,Online,No,2026-12-07,25,12
2,Iqra Imran,Karachi,Furniture,Desk,3,17055,10,46048.5,Cash,No,2026-07-22,29,7
2,Zainab Azhar,Karachi,Sports,Tennis Ball,5,36944,0,184720.0,Online,No,2026-08-20,11,8
2,Sara Hashir,Islamabad,Furniture,Bed,1,18620,20,14896.0,Cash,Yes,2026-10-08,27,10
2,Taha Moiz,Islamabad,Furniture,Table,3,9626,5,27434.1,Cash,No,2026-12-24,24,12
2,Waleed Junaid,Karachi,Grocery,Milk,5,33777,5,160440.75,Online,Yes,2026-07-12,17,7
2,James Qamar,Peshawar,Grocery,Eggs,5,18961,15,80584.25,Online,No,2026-03-12,7,3
2,Ahmed Nasir,Karachi,Clothing,Pant,4,15746,5,59834.8,Card,No,2026-12-30,28,12
2,John Tariq,Islamabad,Furniture,Bed,4,4244,15,14429.6,Cash,Yes,2026-02-05,5,2
2,Javaid Malik,Islamabad,Grocery,Rice,2,49493,10,89087.4,Online,Yes,2026-12-28,24,12
2,Zulaiha Qasim,Lahore,Sports,Wickets,5,28890,0,144450.0,Card,No,2026-10-13,22,10
2,James Nasir,Faisalabad,Electronics,SmartWatch,5,24869,10,111910.5,Online,Yes,2026-07-29,18,7
2,Iqra Azhar,Lahore,Grocery,Eggs,3,6919,20,16605.6,Online,No,2026-06-25,15,6
2,Taha Junaid,Multan,Grocery,Milk,4,37492,10,134971.2,Cash,Yes,2026-07-11,22,7
2,Tanveer Nasir,Multan,Furniture,Desk,1,8529,5,8102.55,Card,Yes,2026-10-16,23,10
2,Zain Nasir,Peshawar,Clothing,T-shirts,2,40778,15,69322.6,Card,Yes,2026-08-16,16,8
2,Tanveer Hashir,Faisalabad,Grocery,Bread,1,28654,5,27221.3,Card,Yes,2026-02-18,13,2
2,Taha Junaid,Peshawar,Grocery,Rice,3,28708,20,68899.2,Online,Yes,2026-08-05,19,8
2,Taha Moiz,Rawalpindi,Sports,Bat,4,36436,15,123882.4,Cash,No,2026-09-22,14,9
2,Usman Usmani,Rawalpindi,Grocery,Eggs,1,24089,5,22884.55,Cash,Yes,2026-07-09,12,7
2,Zain Junaid,Lahore,Furniture,Desk,1,8185,5,7775.75,Cash,Yes,2026-09-05,18,9
2,John Ahmed,Faisalabad,Electronics,Mobile,2,22043,15,37473.1,Card,Yes,2026-03-03,25,3
2,Taha Nisar,Faisalabad,Clothing,Pant,1,28976,15,24629.6,Online,Yes,2026-04-07,18,4
2,Zulaiha Qamar,Peshawar,Electronics,Mobile,4,21005,20,67216.0,Cash,No,2026-12-15,4,12
2,Iqra Moiz,Lahore,Clothing,Jacket,3,47673,10,128717.1,Card,No,2026-11-07,20,11
2,Sara Khan,Karachi,Grocery,Eggs,5,13329,20,53316.0,Cash,Yes,2026-08-12,9,8
2,Peter Nasir,Islamabad,Sports,Gloves,1,37818,5,35927.1,Online,No,2026-09-01,6,9
2,Ali Imran,Peshawar,Grocery,Bread,3,30302,20,72724.8,Online,No,2026-06-11,25,6
2,Zain Qamar,Rawalpindi,Electronics,Headphones,4,44153,15,150120.2,Online,No,2026-05-02,9,5
2,John Khan,Multan,Clothing,Jacket,5,4195,5,19926.25,Card,Yes,2026-09-29,8,9
2,Jashaid Ahmed,Karachi,Grocery,Milk,3,33435,10,90274.5,Online,No,2026-12-05,7,12
2,Waleed Hashir,Faisalabad,Clothing,T-shirts,3,37240,10,100548.0,Online,Yes,2026-08-13,13,8
2,Zain Khan,Peshawar,Furniture,Table,4,22091,5,83945.8,Cash,No,2026-04-12,18,4
2,Taha Hashir,Islamabad,Electronics,SmartWatch,2,27461,0,54922.0,Card,Yes,2026-02-05,8,2
2,Zain Moiz,Rawalpindi,Electronics,SmartWatch,5,35860,5,170335.0,Cash,Yes,2026-04-28,17,4
2,Jashaid Nisar,Multan,Electronics,Laptop,1,31308,20,25046.4,Online,Yes,2026-08-30,15,8
2,Ali Ahmed,Lahore,Electronics,Laptop,4,39203,10,141130.8,Cash,Yes,2026-03-21,11,3
2,Tanveer Imran,Faisalabad,Grocery,Milk,5,30677,0,153385.0,Cash,Yes,2026-12-07,21,12
2,Sara Tariq,Multan,Grocery,Eggs,1,9486,5,9011.7,Online,No,2026-01-06,19,1
2,Peter Azhar,Peshawar,Clothing,T-shirts,5,41289,15,175478.25,Cash,Yes,2026-08-21,25,8
2,Ali Kamran,Lahore,Clothing,Jacket,4,4090,0,16360.0,Online,Yes,2026-05-06,21,5
2,Zulaiha Moiz,Faisalabad,Electronics,SmartWatch,3,48776,0,146328.0,Card,No,2026-08-29,21,8
2,Jashaid Shahab,Peshawar,Sports,Tennis Ball,3,38809,0,116427.0,Online,No,2026-08-03,11,8
2,Javaid Malik,Karachi,Sports,Bat,4,48315,15,164271.0,Card,Yes,2026-12-06,18,12
2,Ahmed Imran,Islamabad,Furniture,Bed,5,14431,20,57724.0,Online,No,2026-03-31,22,3
2,Zain Moiz,Multan,Sports,Football,1,43601,20,34880.8,Cash,Yes,2026-07-15,6,7
2,Waleed Tariq,Islamabad,Electronics,SmartWatch,1,22854,15,19425.9,Online,Yes,2026-12-22,16,12
2,Peter Qamar,Faisalabad,Grocery,Bread,3,5972,10,16124.4,Cash,No,2026-11-21,15,11
2,Javaid Kamran,Islamabad,Electronics,Laptop,1,47557,0,47557.0,Cash,No,2026-08-09,16,8
2,Javaid Ahmed,Peshawar,Grocery,Bread,4,10044,10,36158.4,Card,Yes,2026-08-22,6,8
2,Iqra Khan,Rawalpindi,Clothing,Jacket,1,30445,0,30445.0,Card,Yes,2026-05-26,17,5
2,Tanveer Qamar,Rawalpindi,Furniture,Chair,5,26980,20,107920.0,Cash,No,2026-06-02,20,6
2,Iqra Moiz,Multan,Electronics,Mobile,2,49348,5,93761.2,Cash,Yes,2026-08-31,24,8
2,Zainab Azhar,Faisalabad,Grocery,Eggs,2,44982,10,80967.6,Online,Yes,2026-06-08,19,6
2,Zulaiha Nisar,Faisalabad,Furniture,Sofa,4,37378,10,134560.8,Card,No,2026-12-16,12,12
2,Iqra Azhar,Karachi,Furniture,Chair,1,30857,10,27771.3,Cash,Yes,2026-06-23,30,6
2,Peter Moiz,Rawalpindi,Grocery,Rice,1,22316,0,22316.0,Cash,No,2026-08-01,14,8
2,Taha Shahab,Peshawar,Grocery,Eggs,4,43335,20,138672.0,Online,No,2026-05-04,16,5
2,Waleed Ahmed,Karachi,Furniture,Sofa,3,12843,10,34676.1,Cash,Yes,2026-03-11,3,3
2,Javaid Malik,Karachi,Electronics,Mobile,4,30635,0,122540.0,Card,Yes,2026-04-09,8,4
2,Waleed Khan,Islamabad,Sports,Football,1,45370,15,38564.5,Online,Yes,2026-05-02,13,5
2,Usman Kamran,Karachi,Grocery,Rice,2,43560,15,74052.0,Card,Yes,2026-01-29,21,1
2,Peter Shahab,Lahore,Electronics,Headphones,3,5191,5,14794.35,Cash,No,2026-11-24,16,11
2,Ali Khan,Faisalabad,Clothing,Shoes,5,11519,20,46076.0,Cash,Yes,2026-06-01,27,6
2,Zainab Usmani,Rawalpindi,Clothing,Shoes,3,39555,15,100865.25,Online,No,2026-09-10,31,9
2,Jashaid Usmani,Lahore,Electronics,Headphones,3,1705,5,4859.25,Card,No,2026-05-17,30,5
2,Zulaiha Shahab,Lahore,Grocery,Milk,4,34194,20,109420.8,Online,No,2026-10-09,20,10
2,Eman Usmani,Karachi,Furniture,Desk,2,5809,20,9294.4,Cash,No,2026-05-05,8,5
2,Ahmed Qasim,Peshawar,Electronics,Laptop,3,48079,5,137025.15,Card,Yes,2026-01-12,5,1
2,Zain Sohail,Lahore,Electronics,Mobile,2,7149,15,12153.3,Online,Yes,2026-06-24,2,6
2,Zainab Shahab,Peshawar,Furniture,Chair,3,27991,20,67178.4,Cash,Yes,2026-08-02,7,8
2,Waleed Usmani,Rawalpindi,Grocery,Milk,3,29834,20,71601.6,Cash,Yes,2026-04-08,14,4
2,Javaid Nasir,Multan,Electronics,Mobile,4,48888,10,175996.8,Cash,Yes,2026-12-19,27,12
2,Taha Imran,Lahore,Sports,Bat,3,7645,5,21788.25,Online,No,2026-07-01,30,7
2,Taha Imran,Faisalabad,Clothing,Jacket,4,37037,20,118518.4,Online,No,2026-06-27,10,6
2,Iqra Kamran,Multan,Furniture,Sofa,3,27883,10,75284.1,Card,Yes,2026-10-29,6,10
2,Usman Junaid,Lahore,Sports,Tennis Ball,2,30237,5,57450.3,Card,Yes,2026-06-27,13,6
2,Eman Malik,Islamabad,Grocery,Bread,3,14663,5,41789.55,Card,Yes,2026-04-26,3,4
2,Zulaiha Malik,Islamabad,Electronics,SmartWatch,4,30646,5,116454.8,Card,No,2026-09-04,24,9
2,Iqra Junaid,Peshawar,Furniture,Bed,5,12310,10,55395.0,Online,No,2026-01-18,5,1
2,Ali Kamran,Faisalabad,Electronics,Laptop,5,26986,15,114690.5,Online,Yes,2026-05-27,18,5
2,John Khan,Faisalabad,Grocery,Eggs,2,44705,10,80469.0,Cash,No,2026-04-17,9,4
2,Zainab Sohail,Faisalabad,Sports,Wickets,5,8020,10,36090.0,Cash,Yes,2026-08-07,7,8
2,Sara Azhar,Faisalabad,Grocery,Eggs,1,7252,15,6164.2,Cash,Yes,2026-06-01,27,6
2,James Nasir,Rawalpindi,Electronics,Headphones,3,7708,5,21967.8,Online,Yes,2026-05-25,6,5
2,James Moiz,Karachi,Clothing,Pant,1,15766,10,14189.4,Cash,Yes,2026-09-24,25,9
2,Sara Moiz,Peshawar,Electronics,Laptop,1,12989,5,12339.55,Online,No,2026-06-30,18,6
2,Zain Moiz,Faisalabad,Sports,Gloves,4,33236,10,119649.6,Card,Yes,2026-03-27,25,3
2,Ali Junaid,Lahore,Furniture,Desk,2,47724,10,85903.2,Card,No,2026-02-02,6,2
2,Taha Junaid,Peshawar,Furniture,Bed,3,30832,5,87871.2,Cash,Yes,2026-02-16,14,2
2,Zulaiha Usmani,Multan,Furniture,Desk,4,6620,10,23832.0,Card,No,2026-09-10,25,9
2,Zulaiha Usmani,Multan,Clothing,Jacket,2,17945,5,34095.5,Cash,Yes,2026-12-01,7,12
2,Iqra Nisar,Karachi,Electronics,Headphones,2,7451,5,14156.9,Card,No,2026-06-12,30,6
2,Taha Moiz,Multan,Electronics,Headphones,1,21112,0,21112.0,Cash,No,2026-10-02,31,10
2,Tanveer Hashir,Peshawar,Sports,Football,1,14103,15,11987.55,Card,Yes,2026-05-13,3,5
2,Waleed Khan,Faisalabad,Clothing,T-shirts,2,18610,10,33498.0,Cash,No,2026-11-28,10,11
2,Iqra Sohail,Peshawar,Furniture,Desk,3,21916,10,59173.2,Card,No,2026-03-15,8,3
2,Jashaid Khan,Peshawar,Sports,Tennis Ball,4,38722,20,123910.4,Cash,Yes,2026-04-12,7,4
2,James Hashir,Lahore,Sports,Basket Ball,4,13584,5,51619.2,Online,No,2026-06-07,12,6
2,Eman Hashir,Faisalabad,Sports,Basket Ball,2,3411,15,5798.7,Cash,Yes,2026-10-14,17,10
2,Peter Nisar,Multan,Clothing,Jacket,4,14432,10,51955.2,Card,Yes,2026-11-17,4,11
2,Tanveer Ahmed,Faisalabad,Clothing,Pant,4,30301,15,103023.4,Card,No,2026-02-10,30,2
2,Zain Hashir,Faisalabad,Electronics,Mobile,4,14491,10,52167.6,Online,Yes,2026-07-07,3,7
2,Sara Imran,Karachi,Grocery,Eggs,3,6756,10,18241.2,Card,Yes,2026-02-23,27,2
2,Ali Imran,Rawalpindi,Furniture,Bed,4,35992,15,122372.8,Card,Yes,2026-09-13,4,9
2,John Tariq,Rawalpindi,Sports,Basket Ball,3,25179,10,67983.3,Online,Yes,2026-08-23,10,8
2,Waleed Hashir,Faisalabad,Furniture,Desk,1,49596,0,49596.0,Cash,Yes,2026-08-31,14,8
2,Eman Sohail,Lahore,Furniture,Sofa,4,10033,15,34112.2,Online,Yes,2026-10-03,19,10
2,John Malik,Multan,Clothing,Jacket,3,2879,0,8637.0,Online,Yes,2026-02-28,4,2
2,John Nasir,Peshawar,Grocery,Eggs,5,49443,20,197772.0,Cash,No,2026-10-26,10,10
2,John Qamar,Multan,Electronics,Laptop,4,18371,0,73484.0,Online,Yes,2026-06-04,9,6
2,Iqra Junaid,Lahore,Furniture,Sofa,2,15666,20,25065.6,Card,Yes,2026-09-22,19,9
2,Ali Qamar,Karachi,Sports,Gloves,3,43071,10,116291.7,Online,Yes,2026-01-18,17,1
2,John Nisar,Islamabad,Electronics,Laptop,1,4496,0,4496.0,Online,No,2026-04-20,24,4
2,Zainab Hashir,Multan,Electronics,SmartWatch,3,48515,0,145545.0,Cash,Yes,2026-10-27,7,10
2,Waleed Qasim,Peshawar,Electronics,SmartWatch,1,10910,20,8728.0,Cash,Yes,2026-05-19,26,5
2,Ahmed Tariq,Islamabad,Sports,Wickets,3,31090,5,88606.5,Cash,Yes,2026-11-24,21,11
2,Usman Nasir,Faisalabad,Electronics,Headphones,2,30472,15,51802.4,Online,No,2026-10-05,23,10
2,Iqra Junaid,Peshawar,Grocery,Eggs,5,21179,20,84716.0,Cash,No,2026-02-21,23,2
2,Peter Qamar,Multan,Furniture,Chair,3,17643,15,44989.65,Online,No,2026-07-15,7,7
2,Tanveer Azhar,Peshawar,Electronics,Headphones,1,15002,10,13501.8,Cash,No,2026-08-23,17,8
2,Eman Kamran,Islamabad,Clothing,Pant,4,49452,10,178027.2,Card,No,2026-10-30,4,10
2,Sara Kamran,Karachi,Furniture,Table,2,24477,10,44058.6,Card,Yes,2026-12-17,4,12
2,Taha Azhar,Peshawar,Sports,Football,5,35127,5,166853.25,Online,No,2026-06-14,20,6
2,Ali Qasim,Lahore,Sports,Wickets,5,34071,10,153319.5,Cash,Yes,2026-06-10,21,6
2,James Khan,Peshawar,Electronics,Headphones,2,43458,10,78224.4,Online,No,2026-01-05,28,1
2,Taha Qasim,Faisalabad,Grocery,Milk,5,35868,5,170373.0,Online,Yes,2026-07-02,29,7
2,Iqra Khan,Lahore,Sports,Basket Ball,4,15135,5,57513.0,Cash,Yes,2026-05-21,8,5
2,Zainab Qamar,Multan,Grocery,Milk,1,18318,0,18318.0,Cash,Yes,2026-05-26,24,5
2,Sara Kamran,Lahore,Electronics,SmartWatch,3,44955,20,107892.0,Card,Yes,2026-04-07,5,4
2,Zain Nasir,Rawalpindi,Grocery,Bread,4,36628,15,124535.2,Card,Yes,2026-03-18,6,3
2,Ahmed Sohail,Islamabad,Grocery,Eggs,2,39307,0,78614.0,Cash,No,2026-05-19,3,5
2,Ali Shahab,Rawalpindi,Electronics,Headphones,5,30096,10,135432.0,Cash,No,2026-04-24,29,4
2,Waleed Malik,Islamabad,Clothing,Pant,2,47796,10,86032.8,Online,Yes,2026-11-20,14,11
2,Javaid Tariq,Faisalabad,Sports,Football,2,14808,10,26654.4,Card,Yes,2026-05-08,20,5
2,Tanveer Shahab,Peshawar,Clothing,T-shirts,1,24948,15,21205.8,Online,Yes,2026-03-09,11,3
2,Tanveer Azhar,Karachi,Sports,Football,3,36457,0,109371.0,Cash,No,2026-06-06,6,6
2,Javaid Hashir,Rawalpindi,Clothing,Jacket,2,925,5,1757.5,Cash,Yes,2026-02-25,4,2
2,Zulaiha Imran,Karachi,Furniture,Sofa,3,17578,5,50097.3,Card,No,2026-11-22,24,11
2,Waleed Qamar,Lahore,Furniture,Bed,5,43387,5,206088.25,Card,Yes,2026-12-01,13,12
2,Zainab Ahmed,Peshawar,Clothing,T-shirts,5,2312,20,9248.0,Online,Yes,2026-11-27,4,11
2,Peter Malik,Rawalpindi,Clothing,Jacket,4,37930,5,144134.0,Online,Yes,2026-07-11,22,7
2,Zulaiha Usmani,Lahore,Clothing,Jacket,1,44068,15,37457.8,Card,Yes,2026-12-01,22,12
2,Ali Qamar,Multan,Grocery,Rice,2,43009,15,73115.3,Online,Yes,2026-05-01,20,5
2,Taha Malik,Peshawar,Clothing,T-shirts,4,38792,20,124134.4,Online,Yes,2026-03-05,7,3
2,Iqra Imran,Multan,Sports,Football,2,43131,0,86262.0,Cash,No,2026-09-02,4,9
2,Ali Qasim,Multan,Sports,Football,3,48343,5,137777.55,Card,Yes,2026-01-22,19,1
2,Sara Imran,Lahore,Clothing,Shoes,3,24528,5,69904.8,Online,Yes,2026-11-25,12,11
2,Ali Imran,Rawalpindi,Grocery,Bread,1,48686,20,38948.8,Card,Yes,2026-07-18,7,7
2,Usman Khan,Lahore,Furniture,Sofa,4,24083,0,96332.0,Online,Yes,2026-12-01,18,12
2,Peter Malik,Multan,Electronics,Laptop,2,26131,10,47035.8,Cash,Yes,2026-10-27,27,10
2,James Ahmed,Faisalabad,Grocery,Rice,5,42201,15,179354.25,Card,No,2026-07-05,2,7
2,Usman Azhar,Faisalabad,Grocery,Bread,4,25700,10,92520.0,Online,No,2026-09-05,12,9
2,Zain Usmani,Faisalabad,Grocery,Milk,1,2050,20,1640.0,Cash,No,2026-11-16,10,11
2,James Nisar,Peshawar,Furniture,Sofa,5,23392,0,116960.0,Online,No,2026-09-11,19,9
2,James Nasir,Karachi,Sports,Wickets,1,2433,10,2189.7,Card,Yes,2026-03-11,1,3
2,Waleed Malik,Rawalpindi,Sports,Bat,3,27265,10,73615.5,Cash,Yes,2026-05-16,21,5
2,Zulaiha Hashir,Rawalpindi,Sports,Wickets,2,903,20,1444.8,Online,No,2026-11-12,23,11
2,Ahmed Qamar,Rawalpindi,Sports,Basket Ball,3,24114,20,57873.6,Card,No,2026-01-30,4,1
2,Iqra Sohail,Karachi,Clothing,T-shirts,2,47239,15,80306.3,Online,Yes,2026-08-15,8,8
2,Peter Moiz,Faisalabad,Grocery,Bread,3,38184,15,97369.2,Online,No,2026-04-05,15,4
2,Javaid Tariq,Rawalpindi,Electronics,Laptop,1,7023,15,5969.55,Card,No,2026-11-04,4,11
2,Zain Usmani,Islamabad,Grocery,Bread,3,14039,15,35799.45,Online,Yes,2026-10-20,2,10
2,Iqra Nasir,Rawalpindi,Electronics,Headphones,4,9722,5,36943.6,Cash,Yes,2026-03-04,17,3
2,Ali Khan,Rawalpindi,Grocery,Rice,3,40364,10,108982.8,Card,No,2026-04-19,30,4
2,Eman Ahmed,Rawalpindi,Clothing,T-shirts,2,35474,5,67400.6,Card,Yes,2026-08-02,7,8
2,Iqra Qamar,Rawalpindi,Sports,Wickets,1,22263,20,17810.4,Cash,Yes,2026-09-28,29,9
2,Ahmed Nisar,Peshawar,Electronics,SmartWatch,2,4298,20,6876.8,Online,Yes,2026-08-05,31,8
2,Sara Nisar,Karachi,Electronics,SmartWatch,4,43197,10,155509.2,Cash,Yes,2026-05-30,13,5
2,James Qasim,Faisalabad,Electronics,Laptop,2,16068,5,30529.2,Cash,Yes,2026-05-20,9,5
2,Jashaid Khan,Islamabad,Clothing,Pant,5,30473,0,152365.0,Online,No,2026-11-18,18,11
2,John Nisar,Faisalabad,Electronics,Headphones,5,41094,5,195196.5,Card,No,2026-03-22,3,3
2,Javaid Nisar,Multan,Grocery,Milk,2,27843,10,50117.4,Card,No,2026-04-20,11,4
2,Usman Kamran,Multan,Electronics,SmartWatch,3,27808,5,79252.8,Cash,Yes,2026-11-09,11,11
2,Eman Nasir,Lahore,Clothing,Pant,4,48064,0,192256.0,Cash,Yes,2026-02-11,4,2
2,Iqra Imran,Islamabad,Grocery,Rice,2,3882,20,6211.2,Card,No,2026-10-07,14,10
2,Ali Qasim,Multan,Furniture,Sofa,2,1764,5,3351.6,Card,Yes,2026-06-28,19,6
2,Javaid Junaid,Lahore,Clothing,Pant,5,49164,10,221238.0,Online,Yes,2026-02-03,15,2
2,Ali Hashir,Peshawar,Furniture,Desk,3,4418,15,11265.9,Card,No,2026-03-02,29,3
2,James Khan,Peshawar,Electronics,SmartWatch,1,5664,5,5380.8,Online,Yes,2026-11-27,28,11
2,Iqra Qasim,Islamabad,Electronics,Headphones,4,20814,10,74930.4,Online,Yes,2026-12-24,26,12
2,Zainab Shahab,Islamabad,Sports,Bat,3,19309,10,52134.3,Online,No,2026-03-04,25,3
2,Taha Qasim,Multan,Grocery,Milk,5,23594,0,117970.0,Online,No,2026-11-30,26,11
2,John Nasir,Karachi,Furniture,Sofa,4,12378,0,49512.0,Card,No,2026-11-20,2,11
2,James Qamar,Rawalpindi,Electronics,Laptop,3,16611,15,42358.05,Card,Yes,2026-08-19,8,8
2,Taha Tariq,Peshawar,Furniture,Bed,3,11292,5,32182.2,Cash,No,2026-05-09,8,5
2,Tanveer Khan,Peshawar,Furniture,Desk,5,43241,10,194584.5,Cash,No,2026-06-11,29,6
2,Usman Imran,Lahore,Furniture,Table,4,28485,10,102546.0,Online,No,2026-07-15,5,7
2,Eman Kamran,Multan,Furniture,Table,4,2749,20,8796.8,Online,No,2026-05-28,3,5
2,Zulaiha Ahmed,Rawalpindi,Furniture,Table,4,21421,0,85684.0,Online,No,2026-09-07,10,9
2,Taha Imran,Lahore,Grocery,Bread,2,7722,10,13899.6,Cash,No,2026-04-18,13,4
2,Ali Malik,Lahore,Grocery,Eggs,4,9877,0,39508.0,Cash,Yes,2026-12-19,3,12
2,Javaid Qamar,Rawalpindi,Grocery,Rice,5,572,20,2288.0,Online,Yes,2026-07-30,27,7
2,James Tariq,Faisalabad,Electronics,SmartWatch,2,43818,10,78872.4,Cash,Yes,2026-12-08,9,12
2,James Shahab,Faisalabad,Sports,Tennis Ball,4,10657,5,40496.6,Card,No,2026-10-25,19,10
2,Taha Usmani,Multan,Sports,Tennis Ball,3,17723,10,47852.1,Online,No,2026-07-25,21,7
2,Iqra Ahmed,Rawalpindi,Sports,Wickets,1,40488,20,32390.4,Online,Yes,2026-01-14,26,1
2,Peter Khan,Peshawar,Furniture,Chair,3,31982,10,86351.4,Cash,Yes,2026-03-24,29,3
2,Jashaid Qasim,Karachi,Sports,Wickets,5,7715,0,38575.0,Cash,No,2026-06-19,11,6
